Date,Order_id,Product,Product Group
2018-04-19,210,juice,B&D
2018-04-19,210,dishwashing liquid/detergent,NC
2018-04-20,211,poultry,F&S
2018-04-20,211,hand soap,NC
2018-04-20,211,eggs,F&S
2018-04-20,211,soda,B&D
2018-04-20,211,aluminum foil,NC
2018-04-20,211,poultry,F&S
2018-04-20,211,tortillas,F&S
2018-04-20,211,bagels,F&S
2018-04-20,211,sandwich bags,F&S
2018-04-20,211,cheeses,F&S
2018-04-20,211,sandwich bags,F&S
2018-04-20,211,cereals,F&S
2018-04-20,211,mixes,F&S
2018-04-20,211,dinner rolls,F&S
2018-04-20,211,flour,F&S
2018-04-20,211,pasta,F&S
2018-04-20,211,bagels,F&S
2018-04-20,211,soda,B&D
2018-04-20,211,all- purpose,F&S
2018-04-20,211,paper towels,NC
2018-04-20,211,mixes,F&S
2018-04-20,211,poultry,F&S
2018-04-20,211,eggs,F&S
2018-04-21,212,sandwich loaves,F&S
2018-04-21,212,spaghetti sauce,F&S
2018-04-21,212,tortillas,F&S
2018-04-21,212,spaghetti sauce,F&S
2018-04-21,212,soda,B&D
2018-04-21,212,spaghetti sauce,F&S
2018-04-21,212,pasta,F&S
2018-04-21,212,sandwich bags,F&S
2018-04-21,212,spaghetti sauce,F&S
2018-04-21,212,yogurt,F&S
2018-04-21,212,bagels,F&S
2018-04-21,212,toilet paper,NC
2018-04-21,212,shampoo,NC
2018-04-21,212,shampoo,NC
2018-04-21,212,ice cream,F&S
2018-04-21,212,dinner rolls,F&S
2018-04-21,212,paper towels,NC
2018-04-21,212,dinner rolls,F&S
2018-04-21,212,poultry,F&S
2018-04-21,212,shampoo,NC
2018-04-21,212,butter,F&S
2018-04-21,212,soap,NC
2018-04-21,212,butter,F&S
2018-04-21,212,individual meals,F&S
2018-04-21,212,spaghetti sauce,F&S
2018-04-21,212,sandwich loaves,F&S
2018-04-21,212,laundry detergent,NC
2018-04-21,212,juice,B&D
2018-04-21,213,pork,F&S
2018-04-21,213,bagels,F&S
2018-04-21,213,sandwich loaves,F&S
2018-04-21,213,butter,F&S
2018-04-21,214,coffee/tea,B&D
2018-04-21,214,dinner rolls,F&S
2018-04-21,214,pasta,F&S
2018-04-21,214,soap,NC
2018-04-21,214,ketchup,F&S
2018-04-21,214,paper towels,NC
2018-04-21,214,juice,B&D
2018-04-21,214,sugar,F&S
2018-04-21,214,ice cream,F&S
2018-04-21,214,sandwich bags,F&S
2018-04-21,214,spaghetti sauce,F&S
2018-04-21,215,spaghetti sauce,F&S
2018-04-21,215,spaghetti sauce,F&S
2018-04-21,215,paper towels,NC
2018-04-21,215,individual meals,F&S
2018-04-21,215,poultry,F&S
2018-04-21,215,soap,NC
2018-04-21,215,ice cream,F&S
2018-04-21,215,paper towels,NC
2018-04-21,215,ice cream,F&S
2018-04-21,215,coffee/tea,B&D
2018-04-21,215,soap,NC
2018-04-21,215,milk,B&D
2018-04-21,215,soap,NC
2018-04-21,215,eggs,F&S
2018-04-21,215,cereals,F&S
2018-04-21,215,soap,NC
2018-04-21,215,shampoo,NC
2018-04-21,215,dinner rolls,F&S
2018-04-21,215,soap,NC
2018-04-21,215,butter,F&S
2018-04-21,215,eggs,F&S
2018-04-21,215,pork,F&S
2018-04-21,215,aluminum foil,NC
2018-04-21,215,lunch meat,F&S
2018-04-21,215,soap,NC
2018-04-21,215,cheeses,F&S
2018-04-21,215,mixes,F&S
2018-04-21,215,aluminum foil,NC
2018-04-21,215,ketchup,F&S
2018-04-21,215,sandwich loaves,F&S
2018-04-21,215,cheeses,F&S
2018-04-22,216,flour,F&S
2018-04-22,216,waffles,F&S
2018-04-22,216,shampoo,NC
2018-04-22,216,mixes,F&S
2018-04-22,216,shampoo,NC
2018-04-22,216,flour,F&S
2018-04-22,216,waffles,F&S
2018-04-22,216,soda,B&D
2018-04-22,216,sandwich loaves,F&S
2018-04-22,216,sandwich loaves,F&S
2018-04-22,216,soap,NC
2018-04-22,216,laundry detergent,NC
2018-04-22,216,milk,B&D
2018-04-22,216,juice,B&D
2018-04-22,216,ice cream,F&S
2018-04-22,216,spaghetti sauce,F&S
2018-04-22,216,coffee/tea,B&D
2018-04-22,216,cheeses,F&S
2018-04-22,216,pork,F&S
2018-04-22,216,soap,NC
2018-04-22,216,cereals,F&S
2018-04-22,216,individual meals,F&S
2018-04-22,216,dishwashing liquid/detergent,NC
2018-04-22,216,dinner rolls,F&S
2018-04-22,216,all- purpose,F&S
2018-04-22,216,soap,NC
2018-04-22,216,lunch meat,F&S
2018-04-22,217,hand soap,NC
2018-04-22,217,sugar,F&S
2018-04-22,217,coffee/tea,B&D
2018-04-22,217,all- purpose,F&S
2018-04-22,217,juice,B&D
2018-04-22,217,mixes,F&S
2018-04-22,217,soda,B&D
2018-04-22,217,yogurt,F&S
2018-04-22,217,all- purpose,F&S
2018-04-22,217,cereals,F&S
2018-04-22,217,soap,NC
2018-04-22,217,soda,B&D
2018-04-22,217,hand soap,NC
2018-04-22,217,milk,B&D
2018-04-22,217,toilet paper,NC
2018-04-22,217,juice,B&D
2018-04-22,217,eggs,F&S
2018-04-22,217,yogurt,F&S
2018-04-22,217,spaghetti sauce,F&S
2018-04-22,217,hand soap,NC
2018-04-22,217,soap,NC
2018-04-23,218,cheeses,F&S
2018-04-23,218,individual meals,F&S
2018-04-23,218,juice,B&D
2018-04-23,218,individual meals,F&S
2018-04-23,218,sugar,F&S
2018-04-23,219,juice,B&D
2018-04-23,219,bagels,F&S
2018-04-23,219,spaghetti sauce,F&S
2018-04-23,219,beef,F&S
2018-04-23,219,sandwich loaves,F&S
2018-04-23,219,fruits,F&S
2018-04-23,219,laundry detergent,NC
2018-04-23,219,ice cream,F&S
2018-04-23,219,cereals,F&S
2018-04-23,219,lunch meat,F&S
2018-04-23,219,poultry,F&S
2018-04-23,219,bagels,F&S
2018-04-23,219,all- purpose,F&S
2018-04-23,219,paper towels,NC
2018-04-23,219,pasta,F&S
2018-04-23,219,bagels,F&S
2018-04-23,219,flour,F&S
2018-04-23,219,eggs,F&S
2018-04-23,219,bagels,F&S
2018-04-23,219,mixes,F&S
2018-04-23,219,poultry,F&S
2018-04-23,219,milk,B&D
2018-04-23,219,dishwashing liquid/detergent,NC
2018-04-23,219,cheeses,F&S
2018-04-24,220,sandwich loaves,F&S
2018-04-24,220,juice,B&D
2018-04-24,220,dishwashing liquid/detergent,NC
2018-04-24,220,milk,B&D
2018-04-24,220,individual meals,F&S
2018-04-24,220,spaghetti sauce,F&S
2018-04-24,220,toilet paper,NC
2018-04-24,220,flour,F&S
2018-04-24,220,yogurt,F&S
2018-04-24,220,waffles,F&S
2018-04-24,220,tortillas,F&S
2018-04-24,220,fruits,F&S
2018-04-24,220,paper towels,NC
2018-04-24,220,cereals,F&S
2018-04-24,220,pasta,F&S
2018-04-24,220,spaghetti sauce,F&S
2018-04-24,220,lunch meat,F&S
2018-04-24,220,milk,B&D
2018-04-24,220,soap,NC
2018-04-24,220,ice cream,F&S
2018-04-24,220,bagels,F&S
2018-04-24,220,aluminum foil,NC
2018-04-24,220,sandwich loaves,F&S
2018-04-24,220,juice,B&D
2018-04-24,220,waffles,F&S
2018-04-24,220,flour,F&S
2018-04-24,220,ice cream,F&S
2018-04-25,221,all- purpose,F&S
2018-04-25,221,pasta,F&S
2018-04-25,221,eggs,F&S
2018-04-25,221,shampoo,NC
2018-04-25,221,sugar,F&S
2018-04-25,221,paper towels,NC
2018-04-25,221,ketchup,F&S
2018-04-25,221,poultry,F&S
2018-04-25,221,sugar,F&S
2018-04-25,221,soda,B&D
2018-04-25,221,butter,F&S
2018-04-25,221,paper towels,NC
2018-04-25,221,pasta,F&S
2018-04-25,221,waffles,F&S
2018-04-25,221,lunch meat,F&S
2018-04-25,221,paper towels,NC
2018-04-25,221,ketchup,F&S
2018-04-25,221,yogurt,F&S
2018-04-25,221,soap,NC
2018-04-25,221,paper towels,NC
2018-04-25,221,tortillas,F&S
2018-04-25,221,ketchup,F&S
2018-04-25,221,beef,F&S
2018-04-25,221,dishwashing liquid/detergent,NC
2018-04-25,221,dinner rolls,F&S
2018-04-25,221,cereals,F&S
2018-04-25,221,mixes,F&S
2018-04-25,221,fruits,F&S
2018-04-26,222,sugar,F&S
2018-04-26,222,cheeses,F&S
2018-04-26,222,butter,F&S
2018-04-26,222,aluminum foil,NC
2018-04-26,222,poultry,F&S
2018-04-26,222,hand soap,NC
2018-04-26,222,toilet paper,NC
2018-04-26,222,ice cream,F&S
2018-04-26,222,sugar,F&S
2018-04-26,222,mixes,F&S
2018-04-26,222,milk,B&D
2018-04-26,223,all- purpose,F&S
2018-04-26,223,butter,F&S
2018-04-26,223,spaghetti sauce,F&S
2018-04-26,223,hand soap,NC
2018-04-26,223,soap,NC
2018-04-26,223,sandwich bags,F&S
2018-04-26,223,ketchup,F&S
2018-04-26,223,ice cream,F&S
2018-04-26,223,waffles,F&S
2018-04-26,223,flour,F&S
2018-04-26,223,pasta,F&S
2018-04-26,223,soap,NC
2018-04-26,223,pasta,F&S
2018-04-26,223,all- purpose,F&S
2018-04-26,223,dishwashing liquid/detergent,NC
2018-04-26,223,laundry detergent,NC
2018-04-27,224,poultry,F&S
2018-04-27,224,bagels,F&S
2018-04-27,224,fruits,F&S
2018-04-27,224,mixes,F&S
2018-04-27,224,tortillas,F&S
2018-04-27,224,cereals,F&S
2018-04-27,225,milk,B&D
2018-04-27,225,bagels,F&S
2018-04-27,225,pork,F&S
2018-04-27,225,yogurt,F&S
2018-04-27,225,ice cream,F&S
2018-04-27,225,eggs,F&S
2018-04-27,225,individual meals,F&S
2018-04-27,225,soda,B&D
2018-04-27,225,pasta,F&S
2018-04-27,225,pork,F&S
2018-04-27,225,waffles,F&S
2018-04-27,225,waffles,F&S
2018-04-27,225,pork,F&S
2018-04-27,225,spaghetti sauce,F&S
2018-04-27,225,dishwashing liquid/detergent,NC
2018-04-27,225,juice,B&D
2018-04-27,225,bagels,F&S
2018-04-27,226,milk,B&D
2018-04-27,226,fruits,F&S
2018-04-27,226,spaghetti sauce,F&S
2018-04-27,226,pasta,F&S
2018-04-27,226,mixes,F&S
2018-04-27,226,pasta,F&S
2018-04-27,226,fruits,F&S
2018-04-27,226,dishwashing liquid/detergent,NC
2018-04-27,226,juice,B&D
2018-04-27,226,aluminum foil,NC
2018-04-27,226,flour,F&S
2018-04-27,226,individual meals,F&S
2018-04-27,226,yogurt,F&S
2018-04-27,226,ketchup,F&S
2018-04-27,226,fruits,F&S
2018-04-27,226,toilet paper,NC
2018-04-27,226,eggs,F&S
2018-04-27,226,flour,F&S
2018-04-27,226,hand soap,NC
2018-04-27,226,milk,B&D
2018-04-27,226,dinner rolls,F&S
2018-04-27,226,laundry detergent,NC
2018-04-27,226,eggs,F&S
2018-04-27,226,toilet paper,NC
2018-04-27,226,juice,B&D
2018-04-27,226,dinner rolls,F&S
2018-04-27,226,toilet paper,NC
2018-04-27,226,all- purpose,F&S
2018-04-27,226,shampoo,NC
2018-04-27,226,beef,F&S
2018-04-27,226,cheeses,F&S
2018-04-27,226,all- purpose,F&S
2018-04-27,226,coffee/tea,B&D
2018-04-27,226,juice,B&D
2018-04-28,227,eggs,F&S
2018-04-28,227,cheeses,F&S
2018-04-28,227,cereals,F&S
2018-04-28,227,juice,B&D
2018-04-28,227,hand soap,NC
2018-04-28,227,soap,NC
2018-04-28,227,soap,NC
2018-04-28,227,yogurt,F&S
2018-04-28,227,pork,F&S
2018-04-28,227,dishwashing liquid/detergent,NC
2018-04-28,227,beef,F&S
2018-04-28,227,bagels,F&S
2018-04-28,227,cheeses,F&S
2018-04-28,227,paper towels,NC
2018-04-29,228,all- purpose,F&S
2018-04-29,228,butter,F&S
2018-04-29,228,all- purpose,F&S
2018-04-29,228,dinner rolls,F&S
2018-04-29,228,beef,F&S
2018-04-29,228,milk,B&D
2018-04-29,228,laundry detergent,NC
2018-04-30,229,spaghetti sauce,F&S
2018-04-30,229,soda,B&D
2018-04-30,229,bagels,F&S
2018-04-30,229,poultry,F&S
2018-04-30,229,tortillas,F&S
2018-04-30,229,milk,B&D
2018-04-30,229,soap,NC
2018-04-30,229,yogurt,F&S
2018-04-30,229,lunch meat,F&S
2018-04-30,229,lunch meat,F&S
2018-04-30,229,lunch meat,F&S
2018-04-30,230,all- purpose,F&S
2018-04-30,230,individual meals,F&S
2018-04-30,230,poultry,F&S
2018-04-30,230,individual meals,F&S
2018-04-30,230,soda,B&D
2018-04-30,230,dishwashing liquid/detergent,NC
2018-04-30,230,eggs,F&S
2018-04-30,230,pork,F&S
2018-04-30,230,coffee/tea,B&D
2018-04-30,230,hand soap,NC
2018-04-30,230,beef,F&S
2018-04-30,230,ice cream,F&S
2018-04-30,230,dinner rolls,F&S
2018-04-30,230,lunch meat,F&S
2018-04-30,230,individual meals,F&S
2018-04-30,230,ice cream,F&S
2018-04-30,230,poultry,F&S
2018-05-01,231,paper towels,NC
2018-05-01,231,pasta,F&S
2018-05-01,231,cereals,F&S
2018-05-01,231,individual meals,F&S
2018-05-01,231,toilet paper,NC
2018-05-01,231,coffee/tea,B&D
2018-05-01,231,toilet paper,NC
2018-05-01,231,mixes,F&S
2018-05-01,231,fruits,F&S
2018-05-01,231,shampoo,NC
2018-05-01,231,soap,NC
2018-05-01,231,toilet paper,NC
2018-05-01,231,soap,NC
2018-05-01,231,dinner rolls,F&S
2018-05-01,231,dinner rolls,F&S
2018-05-01,231,pasta,F&S
2018-05-01,231,soda,B&D
2018-05-01,231,pasta,F&S
2018-05-01,231,ice cream,F&S
2018-05-01,231,pasta,F&S
2018-05-01,231,hand soap,NC
2018-05-01,231,soda,B&D
2018-05-01,232,milk,B&D
2018-05-01,232,sandwich loaves,F&S
2018-05-01,232,eggs,F&S
2018-05-01,232,soap,NC
2018-05-01,232,pasta,F&S
2018-05-01,232,dinner rolls,F&S
2018-05-01,232,paper towels,NC
2018-05-01,232,soda,B&D
2018-05-01,232,coffee/tea,B&D
2018-05-01,232,poultry,F&S
2018-05-01,232,cheeses,F&S
2018-05-01,232,spaghetti sauce,F&S
2018-05-01,232,butter,F&S
2018-05-01,232,shampoo,NC
2018-05-01,232,hand soap,NC
2018-05-02,233,juice,B&D
2018-05-02,233,cereals,F&S
2018-05-02,233,lunch meat,F&S
2018-05-02,233,waffles,F&S
2018-05-02,233,ketchup,F&S
2018-05-02,233,pasta,F&S
2018-05-02,233,juice,B&D
2018-05-03,234,flour,F&S
2018-05-03,234,beef,F&S
2018-05-03,234,sandwich bags,F&S
2018-05-03,234,shampoo,NC
2018-05-03,234,fruits,F&S
2018-05-03,234,cheeses,F&S
2018-05-03,234,flour,F&S
2018-05-03,234,laundry detergent,NC
2018-05-03,234,waffles,F&S
2018-05-03,234,soap,NC
2018-05-03,234,waffles,F&S
2018-05-03,234,eggs,F&S
2018-05-03,234,individual meals,F&S
2018-05-03,234,eggs,F&S
2018-05-03,234,aluminum foil,NC
2018-05-03,234,milk,B&D
2018-05-03,234,beef,F&S
2018-05-03,234,yogurt,F&S
2018-05-03,234,juice,B&D
2018-05-03,234,ketchup,F&S
2018-05-03,234,cereals,F&S
2018-05-03,234,individual meals,F&S
2018-05-03,234,soap,NC
2018-05-03,234,sugar,F&S
2018-05-03,234,individual meals,F&S
2018-05-03,234,coffee/tea,B&D
2018-05-03,234,sandwich bags,F&S
2018-05-03,234,pasta,F&S
2018-05-03,235,shampoo,NC
2018-05-03,235,spaghetti sauce,F&S
2018-05-03,235,flour,F&S
2018-05-03,235,milk,B&D
2018-05-03,235,beef,F&S
2018-05-03,235,laundry detergent,NC
2018-05-03,235,tortillas,F&S
2018-05-03,235,cereals,F&S
2018-05-03,235,coffee/tea,B&D
2018-05-03,235,sandwich loaves,F&S
2018-05-03,235,beef,F&S
2018-05-03,235,toilet paper,NC
2018-05-03,235,milk,B&D
2018-05-03,235,yogurt,F&S
2018-05-03,235,soda,B&D
2018-05-03,235,soda,B&D
2018-05-03,235,beef,F&S
2018-05-03,235,cereals,F&S
2018-05-03,235,sandwich bags,F&S
2018-05-03,235,all- purpose,F&S
2018-05-03,235,spaghetti sauce,F&S
2018-05-03,235,flour,F&S
2018-05-03,235,dinner rolls,F&S
2018-05-03,235,toilet paper,NC
2018-05-03,235,toilet paper,NC
2018-05-03,235,waffles,F&S
2018-05-03,235,yogurt,F&S
2018-05-03,235,individual meals,F&S
2018-05-03,235,soda,B&D
2018-05-03,235,soap,NC
2018-05-03,235,cheeses,F&S
2018-05-03,235,lunch meat,F&S
2018-05-04,236,laundry detergent,NC
2018-05-04,236,individual meals,F&S
2018-05-04,236,lunch meat,F&S
2018-05-04,236,soda,B&D
2018-05-04,236,sugar,F&S
2018-05-04,236,mixes,F&S
2018-05-04,236,dishwashing liquid/detergent,NC
2018-05-04,236,poultry,F&S
2018-05-04,236,bagels,F&S
2018-05-04,236,coffee/tea,B&D
2018-05-04,236,hand soap,NC
2018-05-04,236,sugar,F&S
2018-05-04,236,spaghetti sauce,F&S
2018-05-04,236,sandwich bags,F&S
2018-05-04,237,sandwich bags,F&S
2018-05-04,237,sugar,F&S
2018-05-04,237,yogurt,F&S
2018-05-04,237,butter,F&S
2018-05-04,237,milk,B&D
2018-05-04,237,poultry,F&S
2018-05-04,237,hand soap,NC
2018-05-04,237,mixes,F&S
2018-05-04,237,bagels,F&S
2018-05-04,237,tortillas,F&S
2018-05-04,237,spaghetti sauce,F&S
2018-05-04,237,flour,F&S
2018-05-04,237,eggs,F&S
2018-05-04,237,poultry,F&S
2018-05-04,237,mixes,F&S
2018-05-04,237,poultry,F&S
2018-05-04,237,hand soap,NC
2018-05-04,237,coffee/tea,B&D
2018-05-04,237,waffles,F&S
2018-05-04,237,eggs,F&S
2018-05-04,237,sandwich loaves,F&S
2018-05-04,237,ice cream,F&S
2018-05-04,237,ketchup,F&S
2018-05-04,237,sugar,F&S
2018-05-04,237,bagels,F&S
2018-05-04,237,milk,B&D
2018-05-04,237,toilet paper,NC
2018-05-04,237,milk,B&D
2018-05-04,237,dinner rolls,F&S
2018-05-04,237,beef,F&S
2018-05-04,237,flour,F&S
2018-05-05,238,juice,B&D
2018-05-05,238,lunch meat,F&S
2018-05-05,238,pasta,F&S
2018-05-05,238,laundry detergent,NC
2018-05-05,238,sandwich loaves,F&S
2018-05-05,238,poultry,F&S
2018-05-05,238,yogurt,F&S
2018-05-05,238,laundry detergent,NC
2018-05-05,238,sandwich bags,F&S
2018-05-05,238,aluminum foil,NC
2018-05-05,238,tortillas,F&S
2018-05-05,238,milk,B&D
2018-05-05,238,soap,NC
2018-05-05,238,sandwich loaves,F&S
2018-05-05,238,juice,B&D
2018-05-05,238,hand soap,NC
2018-05-05,238,coffee/tea,B&D
2018-05-05,239,poultry,F&S
2018-05-05,239,sandwich loaves,F&S
2018-05-05,239,toilet paper,NC
2018-05-05,239,yogurt,F&S
2018-05-05,239,fruits,F&S
2018-05-05,239,butter,F&S
2018-05-05,239,cereals,F&S
2018-05-05,239,waffles,F&S
2018-05-05,239,beef,F&S
2018-05-05,239,lunch meat,F&S
2018-05-05,239,paper towels,NC
2018-05-05,239,mixes,F&S
2018-05-05,239,paper towels,NC
2018-05-05,239,dinner rolls,F&S
2018-05-05,239,tortillas,F&S
2018-05-05,239,bagels,F&S
2018-05-05,240,eggs,F&S
2018-05-05,240,waffles,F&S
2018-05-05,240,juice,B&D
2018-05-05,240,lunch meat,F&S
2018-05-05,240,shampoo,NC
2018-05-05,240,dinner rolls,F&S
2018-05-05,240,all- purpose,F&S
2018-05-05,240,sandwich loaves,F&S
2018-05-05,240,hand soap,NC
2018-05-05,240,waffles,F&S
2018-05-05,240,spaghetti sauce,F&S
2018-05-05,240,shampoo,NC
2018-05-05,240,fruits,F&S
2018-05-05,240,eggs,F&S
2018-05-05,240,tortillas,F&S
2018-05-05,241,paper towels,NC
2018-05-05,241,flour,F&S
2018-05-05,241,waffles,F&S
2018-05-05,241,soap,NC
2018-05-05,241,tortillas,F&S
2018-05-05,241,fruits,F&S
2018-05-05,241,sugar,F&S
2018-05-05,241,paper towels,NC
2018-05-05,241,lunch meat,F&S
2018-05-05,241,lunch meat,F&S
2018-05-05,241,spaghetti sauce,F&S
2018-05-05,241,poultry,F&S
2018-05-05,242,eggs,F&S
2018-05-05,242,flour,F&S
2018-05-05,242,milk,B&D
2018-05-05,242,soda,B&D
2018-05-05,242,laundry detergent,NC
2018-05-05,242,yogurt,F&S
2018-05-05,242,cheeses,F&S
2018-05-05,242,yogurt,F&S
2018-05-05,243,butter,F&S
2018-05-05,243,butter,F&S
2018-05-05,243,poultry,F&S
2018-05-05,243,aluminum foil,NC
2018-05-06,244,yogurt,F&S
2018-05-06,244,cereals,F&S
2018-05-06,244,sandwich bags,F&S
2018-05-06,244,laundry detergent,NC
2018-05-06,244,fruits,F&S
2018-05-06,244,flour,F&S
2018-05-06,244,soda,B&D
2018-05-06,244,sandwich loaves,F&S
2018-05-06,244,fruits,F&S
2018-05-06,244,aluminum foil,NC
2018-05-06,244,individual meals,F&S
2018-05-06,244,coffee/tea,B&D
2018-05-06,244,spaghetti sauce,F&S
2018-05-06,244,mixes,F&S
2018-05-06,244,tortillas,F&S
2018-05-06,244,spaghetti sauce,F&S
2018-05-06,244,all- purpose,F&S
2018-05-06,244,sugar,F&S
2018-05-06,244,ice cream,F&S
2018-05-07,245,butter,F&S
2018-05-07,245,dinner rolls,F&S
2018-05-07,245,dishwashing liquid/detergent,NC
2018-05-07,245,paper towels,NC
2018-05-07,245,eggs,F&S
2018-05-07,245,pasta,F&S
2018-05-07,245,ice cream,F&S
2018-05-07,245,ketchup,F&S
2018-05-07,245,sugar,F&S
2018-05-07,245,flour,F&S
2018-05-07,245,pasta,F&S
2018-05-07,245,all- purpose,F&S
2018-05-07,245,yogurt,F&S
2018-05-07,245,pork,F&S
2018-05-07,245,cereals,F&S
2018-05-07,245,cereals,F&S
2018-05-07,245,aluminum foil,NC
2018-05-07,245,beef,F&S
2018-05-07,245,aluminum foil,NC
2018-05-07,245,dinner rolls,F&S
2018-05-07,245,mixes,F&S
2018-05-07,245,laundry detergent,NC
2018-05-07,245,paper towels,NC
2018-05-07,245,ice cream,F&S
2018-05-07,245,sugar,F&S
2018-05-07,246,paper towels,NC
2018-05-07,246,bagels,F&S
2018-05-07,246,juice,B&D
2018-05-07,246,cereals,F&S
2018-05-07,246,mixes,F&S
2018-05-07,246,fruits,F&S
2018-05-07,246,individual meals,F&S
2018-05-07,246,aluminum foil,NC
2018-05-07,246,sandwich loaves,F&S
2018-05-07,246,laundry detergent,NC
2018-05-07,246,paper towels,NC
2018-05-07,246,all- purpose,F&S
2018-05-07,246,ice cream,F&S
2018-05-07,246,cereals,F&S
2018-05-07,246,soap,NC
2018-05-07,246,aluminum foil,NC
2018-05-07,246,paper towels,NC
2018-05-07,246,cheeses,F&S
2018-05-07,246,sandwich bags,F&S
2018-05-07,246,toilet paper,NC
2018-05-07,246,butter,F&S
2018-05-07,246,milk,B&D
2018-05-07,246,beef,F&S
2018-05-07,246,fruits,F&S
2018-05-07,246,sandwich bags,F&S
2018-05-07,246,poultry,F&S
2018-05-07,246,all- purpose,F&S
2018-05-08,247,fruits,F&S
2018-05-08,247,pork,F&S
2018-05-08,247,beef,F&S
2018-05-08,247,coffee/tea,B&D
2018-05-08,247,cheeses,F&S
2018-05-08,247,butter,F&S
2018-05-08,247,bagels,F&S
2018-05-08,247,waffles,F&S
2018-05-09,248,laundry detergent,NC
2018-05-09,248,soda,B&D
2018-05-09,248,beef,F&S
2018-05-09,248,juice,B&D
2018-05-09,248,sugar,F&S
2018-05-09,249,sandwich loaves,F&S
2018-05-09,249,fruits,F&S
2018-05-09,249,individual meals,F&S
2018-05-09,249,spaghetti sauce,F&S
2018-05-09,249,hand soap,NC
2018-05-09,249,sandwich loaves,F&S
2018-05-09,249,sugar,F&S
2018-05-09,249,pork,F&S
2018-05-09,249,laundry detergent,NC
2018-05-09,249,sandwich loaves,F&S
2018-05-09,249,dishwashing liquid/detergent,NC
2018-05-09,249,yogurt,F&S
2018-05-09,249,bagels,F&S
2018-05-09,249,soap,NC
2018-05-09,249,aluminum foil,NC
2018-05-09,250,bagels,F&S
2018-05-09,250,sandwich loaves,F&S
2018-05-09,250,bagels,F&S
2018-05-09,250,pasta,F&S
2018-05-09,250,toilet paper,NC
2018-05-09,250,ketchup,F&S
2018-05-09,250,shampoo,NC
2018-05-09,250,beef,F&S
2018-05-09,250,poultry,F&S
2018-05-09,250,milk,B&D
2018-05-09,250,beef,F&S
2018-05-09,250,laundry detergent,NC
2018-05-09,250,juice,B&D
2018-05-09,250,sugar,F&S
2018-05-09,250,all- purpose,F&S
2018-05-09,250,cheeses,F&S
2018-05-09,250,fruits,F&S
2018-05-09,250,hand soap,NC
2018-05-09,250,laundry detergent,NC
2018-05-09,250,yogurt,F&S
2018-05-10,251,cheeses,F&S
2018-05-10,251,soap,NC
2018-05-10,251,yogurt,F&S
2018-05-10,251,sandwich loaves,F&S
2018-05-10,251,waffles,F&S
2018-05-10,251,hand soap,NC
2018-05-10,251,poultry,F&S
2018-05-10,251,toilet paper,NC
2018-05-10,251,toilet paper,NC
2018-05-10,252,sugar,F&S
2018-05-10,252,spaghetti sauce,F&S
2018-05-10,252,sandwich bags,F&S
2018-05-10,252,ice cream,F&S
2018-05-10,252,yogurt,F&S
2018-05-10,252,bagels,F&S
2018-05-10,252,tortillas,F&S
2018-05-10,252,all- purpose,F&S
2018-05-10,252,sandwich bags,F&S
2018-05-10,252,ice cream,F&S
2018-05-10,252,eggs,F&S
2018-05-10,252,individual meals,F&S
2018-05-10,252,butter,F&S
2018-05-10,252,mixes,F&S
2018-05-10,252,all- purpose,F&S
2018-05-10,252,ketchup,F&S
2018-05-10,252,spaghetti sauce,F&S
2018-05-10,252,tortillas,F&S
2018-05-10,252,milk,B&D
2018-05-10,252,laundry detergent,NC
2018-05-10,252,all- purpose,F&S
2018-05-10,252,butter,F&S
2018-05-10,252,ketchup,F&S
2018-05-10,252,cereals,F&S
2018-05-10,252,dinner rolls,F&S
2018-05-10,252,dishwashing liquid/detergent,NC
2018-05-10,252,pork,F&S
2018-05-10,252,poultry,F&S
2018-05-10,252,soda,B&D
2018-05-10,252,ice cream,F&S
2018-05-10,252,soda,B&D
2018-05-10,252,soda,B&D
2018-05-10,253,ketchup,F&S
2018-05-10,253,hand soap,NC
2018-05-10,253,ice cream,F&S
2018-05-10,253,bagels,F&S
2018-05-10,253,milk,B&D
2018-05-10,253,aluminum foil,NC
2018-05-10,253,dinner rolls,F&S
2018-05-10,253,toilet paper,NC
2018-05-10,253,yogurt,F&S
2018-05-10,253,ketchup,F&S
2018-05-10,253,bagels,F&S
2018-05-10,253,pasta,F&S
2018-05-10,253,soap,NC
2018-05-10,253,beef,F&S
2018-05-10,253,yogurt,F&S
2018-05-10,253,yogurt,F&S
2018-05-10,253,hand soap,NC
2018-05-10,253,fruits,F&S
2018-05-10,253,dinner rolls,F&S
2018-05-10,253,dishwashing liquid/detergent,NC
2018-05-10,253,soap,NC
2018-05-10,253,beef,F&S
2018-05-10,253,ice cream,F&S
2018-05-10,253,individual meals,F&S
2018-05-10,253,pasta,F&S
2018-05-10,253,beef,F&S
2018-05-10,253,aluminum foil,NC
2018-05-10,253,yogurt,F&S
2018-05-10,253,dinner rolls,F&S
2018-05-10,253,sandwich loaves,F&S
2018-05-11,254,sandwich bags,F&S
2018-05-11,254,sugar,F&S
2018-05-11,254,mixes,F&S
2018-05-11,254,poultry,F&S
2018-05-11,254,waffles,F&S
2018-05-11,254,pork,F&S
2018-05-11,254,sandwich bags,F&S
2018-05-11,254,toilet paper,NC
2018-05-11,254,all- purpose,F&S
2018-05-11,254,tortillas,F&S
